StationName,AirPressure,AirTemperature,RelativeHumidity,WindSpeed,WindDirection,Precipitation,SunshineDuration,Year,Month,Day,Hour
新北,1021.1,15.9,91.0,1.7,"東北東,ENE",0.2,0.28,2023,12,2,4
新北,1021.4,16.0,91.0,1.2,"東南東,ESE",0.2,0.28,2023,12,2,5
新北,1021.9,16.1,91.0,1.8,"東,E",0.2,0.0,2023,12,2,6
新北,1022.3,16.4,90.0,1.6,"東南東,ESE",0.2,0.0,2023,12,2,7
新北,1022.4,17.0,86.0,2.1,"東,E",0.2,0.0,2023,12,2,8
新北,1022.7,17.3,86.0,2.5,"東,E",0.2,0.0,2023,12,2,9
新北,1022.6,17.6,84.0,1.7,"東,E",0.0,0.0,2023,12,2,10
新北,1021.3,18.4,83.0,2.9,"東北東,ENE",0.0,0.0,2023,12,2,11
新北,1019.2,19.7,77.0,4.9,"東北東,ENE",0.0,0.1,2023,12,2,12
新北,1018.8,19.3,78.0,4.2,"東北東,ENE",0.0,0.0,2023,12,2,13
新北,1019.1,18.5,81.0,3.7,"東北東,ENE",0.0,0.0,2023,12,2,14
新北,1018.9,18.5,81.0,3.0,"東,E",0.0,0.0,2023,12,2,15
新北,1018.9,18.6,80.0,3.2,"東,E",0.0,0.0,2023,12,2,16
新北,1019.3,18.2,83.0,2.3,"東,E",0.0,0.0,2023,12,2,17
新北,1019.6,18.6,82.0,3.0,"東,E",0.0,0.0,2023,12,2,18
新北,1019.8,18.6,82.0,3.1,"東,E",0.0,0.0,2023,12,2,19
新北,1020.2,18.5,84.0,2.6,"東,E",0.0,0.28,2023,12,2,20
新北,1019.9,18.6,83.0,2.3,"東,E",0.0,0.28,2023,12,2,21
新北,1019.8,18.8,83.0,3.1,"東,E",0.0,0.28,2023,12,2,22
新北,1019.4,18.5,87.0,2.9,"東北東,ENE",0.0,0.28,2023,12,2,23
新北,1018.7,18.9,85.0,3.5,"東北東,ENE",0.0,0.28,2023,12,3,0
新北,1018.4,19.0,86.0,3.2,"東北東,ENE",0.0,0.28,2023,12,3,1
新北,1017.9,19.1,87.0,3.5,"東北東,ENE",0.0,0.28,2023,12,3,2
新北,1018.2,19.2,87.0,2.4,"東北,NE",0.0,0.28,2023,12,3,3
新北,1018.0,19.2,88.0,1.4,"東北東,ENE",0.0,0.28,2023,12,3,4
新北,1018.2,19.1,89.0,2.0,"東北東,ENE",0.0,0.28,2023,12,3,5
新北,1018.7,18.9,91.0,2.4,"東北東,ENE",0.0,0.0,2023,12,3,6
新北,1019.8,18.9,91.0,2.2,"東北,NE",0.2,0.0,2023,12,3,7
新北,1020.1,18.8,94.0,1.4,"東北,NE",0.2,0.0,2023,12,3,8
新北,1020.4,19.1,91.0,2.3,"東北,NE",0.2,0.0,2023,12,3,9
新北,1020.2,19.4,89.0,2.6,"東北東,ENE",0.0,0.0,2023,12,3,10
新北,1020.1,19.6,86.0,3.2,"東北,NE",0.0,0.0,2023,12,3,11
新北,1018.3,20.8,83.0,3.6,"東北,NE",0.2,0.0,2023,12,3,12
新北,1017.4,20.2,84.0,5.0,"東北,NE",0.0,0.1,2023,12,3,13
新北,1017.8,20.5,82.0,3.5,"東北,NE",0.0,0.0,2023,12,3,14
新北,1017.5,20.3,82.0,2.7,"東北,NE",0.0,0.0,2023,12,3,15
新北,1017.2,20.3,81.0,2.8,"東北東,ENE",0.0,0.0,2023,12,3,16
新北,1018.0,19.9,82.0,2.8,"東北,NE",0.0,0.0,2023,12,3,17
新北,1018.1,19.7,84.0,2.6,"東,E",0.0,0.0,2023,12,3,18
新北,1018.4,19.3,88.0,2.0,"東北東,ENE",0.2,0.0,2023,12,3,19
新北,1018.7,19.4,87.0,1.7,"東,E",0.0,0.28,2023,12,3,20
新北,1018.3,19.3,88.0,1.8,"東,E",0.2,0.28,2023,12,3,21
新北,1018.4,19.1,91.0,2.1,"東北東,ENE",0.2,0.28,2023,12,3,22
新北,1017.6,19.2,89.0,2.2,"東北東,ENE",0.0,0.28,2023,12,3,23
新北,1017.1,19.4,89.0,1.7,"東,E",0.0,0.28,2023,12,4,0
新北,1016.8,19.4,89.0,1.1,"東,E",0.2,0.28,2023,12,4,1
新北,1015.7,19.1,92.0,1.4,"東,E",0.2,0.28,2023,12,4,2
新北,1015.6,19.0,95.0,0.4,"北北東,NNE",1.0,0.28,2023,12,4,3
新北,1014.1,18.5,97.0,1.2,"東,E",1.5,0.28,2023,12,4,4
新北,1014.8,18.5,97.0,1.8,"東南東,ESE",7.0,0.28,2023,12,4,5
新北,1014.7,18.6,98.0,2.0,"東北東,ENE",8.0,0.0,2023,12,4,6
新北,1015.4,18.5,98.0,0.7,"東,E",7.0,0.0,2023,12,4,7
新北,1015.7,18.6,98.0,0.4,"南南東,SSE",2.5,0.0,2023,12,4,8
新北,1015.7,18.8,98.0,0.8,"東南,SE",4.5,0.0,2023,12,4,9
新北,1015.8,19.1,97.0,0.5,"西,W",5.5,0.0,2023,12,4,10
新北,1014.6,19.8,96.0,0.2,"靜風,Calm",1.5,0.0,2023,12,4,11
新北,1014.0,19.9,96.0,0.5,"西北西,WNW",2.0,0.0,2023,12,4,12
新北,1012.2,20.0,96.0,0.4,"北,N",3.0,0.0,2023,12,4,13
新北,1012.0,20.2,96.0,0.3,"北北東,NNE",2.0,0.0,2023,12,4,14
新北,1011.7,20.1,96.0,0.8,"北,N",0.5,0.0,2023,12,4,15
新北,1012.2,20.2,96.0,0.4,"北北西,NNW",0.2,0.0,2023,12,4,16
新北,1012.3,20.1,97.0,0.1,"靜風,Calm",0.5,0.0,2023,12,4,17
新北,1012.6,19.8,97.0,0.1,"靜風,Calm",0.5,0.0,2023,12,4,18
新北,1012.6,19.6,98.0,0.2,"靜風,Calm",0.2,0.0,2023,12,4,19
新北,1012.5,19.5,98.0,0.2,"靜風,Calm",0.2,0.28,2023,12,4,20
新北,1013.2,19.5,98.0,0.5,"北北西,NNW",0.5,0.28,2023,12,4,21
新北,1013.1,19.4,98.0,0.2,"靜風,Calm",1.5,0.28,2023,12,4,22
新北,1012.6,19.4,98.0,0.0,"靜風,Calm",0.5,0.28,2023,12,4,23
新北,1012.6,19.3,98.0,0.0,"靜風,Calm",0.5,0.28,2023,12,5,0
新北,1012.8,18.8,95.0,1.6,"西北,NW",0.2,0.28,2023,12,5,1
新北,1012.2,18.9,94.0,1.2,"西南,SW",0.5,0.28,2023,12,5,2
新北,1012.1,18.7,96.0,1.9,"西南,SW",0.2,0.28,2023,12,5,3
新北,1011.8,18.8,95.0,1.2,"西南西,WSW",0.0,0.28,2023,12,5,4
新北,1012.6,18.5,96.0,1.6,"西南西,WSW",0.2,0.28,2023,12,5,5
新北,1013.4,18.4,96.0,1.4,"西南西,WSW",1.0,0.0,2023,12,5,6
新北,1014.0,18.5,96.0,1.6,"西南西,WSW",0.5,0.0,2023,12,5,7
新北,1014.4,18.7,93.0,1.6,"西南西,WSW",0.2,0.0,2023,12,5,8
新北,1014.7,19.0,92.0,1.3,"西南西,WSW",0.2,0.0,2023,12,5,9
新北,1014.6,19.1,93.0,0.8,"西南,SW",0.2,0.0,2023,12,5,10
新北,1013.9,18.6,96.0,0.7,"南南東,SSE",1.0,0.0,2023,12,5,11
新北,1012.6,19.0,94.0,0.6,"西南西,WSW",0.2,0.0,2023,12,5,12
新北,1011.8,19.4,91.0,1.6,"東北東,ENE",0.2,0.0,2023,12,5,13
新北,1011.7,18.9,88.0,1.3,"東,E",0.0,0.0,2023,12,5,14
新北,1012.1,18.7,87.0,1.9,"東,E",0.0,0.0,2023,12,5,15
新北,1012.6,18.3,89.0,1.4,"東南東,ESE",0.2,0.0,2023,12,5,16
新北,1013.0,18.2,91.0,1.7,"南南東,SSE",0.0,0.0,2023,12,5,17
新北,1013.3,17.9,93.0,1.6,"東南,SE",0.0,0.0,2023,12,5,18
新北,1013.7,18.1,93.0,1.0,"東南,SE",0.0,0.0,2023,12,5,19
新北,1013.4,18.1,93.0,0.8,"東,E",0.0,0.28,2023,12,5,20
新北,1013.4,18.5,90.0,1.9,"東南東,ESE",0.0,0.28,2023,12,5,21
新北,1013.8,18.8,88.0,1.9,"東南東,ESE",0.0,0.28,2023,12,5,22
新北,1013.2,18.6,90.0,2.1,"南南東,SSE",0.0,0.28,2023,12,5,23
新北,1012.9,18.8,89.0,1.9,"東南,SE",0.0,0.28,2023,12,6,0
新北,1012.5,19.0,88.0,2.3,"東南,SE",0.0,0.28,2023,12,6,1
新北,1012.5,18.5,92.0,0.4,"東南東,ESE",0.2,0.28,2023,12,6,2
新北,1012.2,18.4,93.0,1.3,"東,E",0.2,0.28,2023,12,6,3
新北,1011.9,18.2,95.0,0.5,"東,E",0.2,0.28,2023,12,6,4
新北,1013.2,18.2,96.0,0.4,"西北,NW",0.2,0.28,2023,12,6,5
新北,1013.2,18.0,97.0,0.2,"靜風,Calm",0.2,0.0,2023,12,6,6
新北,1013.8,18.0,98.0,0.3,"東南,SE",0.2,0.0,2023,12,6,7
新北,1015.0,18.3,97.0,0.0,"靜風,Calm",0.5,0.0,2023,12,6,8
新北,1015.2,18.6,97.0,0.1,"靜風,Calm",0.5,0.0,2023,12,6,9
新北,1014.9,18.7,97.0,0.4,"西,W",0.5,0.0,2023,12,6,10
新北,1014.1,18.9,96.0,0.5,"東,SE",0.5,0.0,2023,12,6,11
新北,1013.7,18.8,96.0,0.6,"東,SE",1.0,0.0,2023,12,6,12
新北,1013.3,18.6,96.0,0.6,"西南西,WSW",1.0,0.0,2023,12,6,13
新北,1013.0,18.5,97.0,0.0,"靜風,Calm",3.0,0.0,2023,12,6,14
新北,1013.7,18.1,94.0,1.1,"西,W",0.5,0.0,2023,12,6,15
新北,1013.7,17.8,97.0,0.2,"靜風,Calm",1.0,0.0,2023,12,6,16
新北,1014.3,17.7,97.0,0.4,"北北西,NNW",0.2,0.0,2023,12,6,17
新北,1014.9,17.4,98.0,0.7,"東北東,ENE",0.5,0.0,2023,12,6,18
新北,1015.1,16.8,97.0,1.8,"東南,SE",0.0,0.0,2023,12,6,19
新北,1015.4,16.4,95.0,0.7,"西,W",0.2,0.28,2023,12,6,20
新北,1015.7,16.3,96.0,0.6,"東南,SE",0.0,0.28,2023,12,6,21
新北,1016.0,15.6,88.0,1.4,"南南東,SSE",0.0,0.28,2023,12,6,22
新北,1015.8,15.8,87.0,3.2,"東南,SE",0.0,0.28,2023,12,6,23
新北,1015.9,16.0,83.0,2.2,"東南,SE",0.0,0.28,2023,12,7,0
新北,1015.8,16.1,79.0,2.8,"東南,SE",0.0,0.28,2023,12,7,1
新北,1015.6,15.8,74.0,3.3,"南南東,SSE",0.0,0.28,2023,12,7,2
新北,1015.5,15.2,76.0,3.1,"東南,SE",0.0,0.28,2023,12,7,3
新北,1015.5,15.5,76.0,3.6,"東南,SE",0.0,0.28,2023,12,7,4
新北,1015.8,15.2,79.0,3.2,"東南,SE",0.0,0.28,2023,12,7,5
新北,1016.4,15.1,79.0,3.2,"東南,SE",0.0,0.0,2023,12,7,6
新北,1017.0,15.1,81.0,3.8,"南南東,SSE",0.0,0.0,2023,12,7,7
新北,1017.4,16.4,81.0,3.5,"南南東,SSE",0.0,0.7,2023,12,7,8
新北,1017.5,19.7,71.0,2.4,"東南東,ESE",0.0,1.0,2023,12,7,9
新北,1017.0,21.5,65.0,2.4,"東,E",0.0,1.0,2023,12,7,10
新北,1016.1,22.5,56.0,3.0,"東,E",0.0,1.0,2023,12,7,11
新北,1015.2,22.4,54.0,3.7,"東南東,ESE",0.0,0.9,2023,12,7,12
新北,1014.3,22.3,56.0,5.0,"東,E",0.0,1.0,2023,12,7,13
新北,1013.7,22.3,54.0,4.7,"東,E",0.0,1.0,2023,12,7,14
新北,1013.6,21.7,54.0,3.2,"東,E",0.0,1.0,2023,12,7,15
新北,1013.6,20.5,60.0,3.4,"東,E",0.0,1.0,2023,12,7,16
新北,1013.9,19.2,64.0,4.2,"東,E",0.0,0.7,2023,12,7,17
新北,1014.4,18.2,69.0,3.5,"東北東,ENE",0.0,0.0,2023,12,7,18
新北,1014.8,17.8,70.0,2.8,"東北東,ENE",0.0,0.0,2023,12,7,19
新北,1015.0,17.4,73.0,2.6,"東北東,ENE",0.0,0.28,2023,12,7,20
新北,1015.0,17.0,76.0,1.6,"東南東,ESE",0.0,0.28,2023,12,7,21
新北,1015.0,17.5,72.0,1.8,"東,E",0.0,0.28,2023,12,7,22
新北,1014.7,19.1,64.0,3.1,"東南東,ESE",0.0,0.28,2023,12,7,23
新北,1014.3,19.8,61.0,3.2,"東南,SE",0.0,0.28,2023,12,8,0
新北,1014.0,19.8,61.0,3.5,"東南,SE",0.0,0.28,2023,12,8,1
新北,1013.7,19.5,63.0,2.8,"南南東,SSE",0.0,0.28,2023,12,8,2
新北,1013.3,18.8,65.0,3.3,"南南東,SSE",0.0,0.28,2023,12,8,3
新北,1013.4,19.0,65.0,3.4,"東,SE",0.0,0.28,2023,12,8,4
新北,1013.6,18.9,65.0,3.6,"南南東,SSE",0.0,0.28,2023,12,8,5
新北,1014.1,17.9,70.0,3.2,"南南東,SSE",0.0,0.0,2023,12,8,6
新北,1014.6,18.2,69.0,4.2,"南南東,SSE",0.0,0.1,2023,12,8,7
新北,1015.1,19.7,64.0,4.1,"南南東,SSE",0.0,1.0,2023,12,8,8
新北,1015.5,21.5,63.0,2.8,"東南,SE",0.0,1.0,2023,12,8,9
新北,1015.2,23.3,59.0,1.1,"南南東,SSE",0.0,1.0,2023,12,8,10
新北,1014.4,25.2,55.0,0.6,"東南東,ESE",0.0,1.0,2023,12,8,11
新北,1013.3,26.5,51.0,1.2,"北北東,NNE",0.0,1.0,2023,12,8,12
新北,1012.3,26.2,47.0,1.3,"東北東,ENE",0.0,1.0,2023,12,8,13
新北,1011.6,26.7,52.0,0.9,"東北,NE",0.0,1.0,2023,12,8,14
新北,1011.8,24.7,60.0,1.2,"北,N",0.0,0.6,2023,12,8,15
新北,1012.4,23.8,65.0,0.7,"北北東,NNE",0.0,0.3,2023,12,8,16
新北,1012.8,22.0,77.0,0.5,"南南西,SSW",0.0,0.0,2023,12,8,17
新北,1013.4,19.8,87.0,0.3,"南南東,SSE",0.0,0.0,2023,12,8,18
新北,1013.8,19.0,90.0,1.9,"東南,SE",0.0,0.0,2023,12,8,19
新北,1013.8,18.2,91.0,1.8,"東南,SE",0.0,0.28,2023,12,8,20
新北,1013.8,18.3,88.0,1.7,"東南,SE",0.0,0.28,2023,12,8,21
新北,1013.6,17.5,89.0,0.2,"靜風,Calm",0.0,0.28,2023,12,8,22
新北,1013.0,16.7,91.0,1.7,"東南,SE",0.0,0.28,2023,12,8,23
新北,1013.1,16.4,94.0,0.8,"西北西,WNW",0.0,0.28,2023,12,9,0
新北,1013.1,15.2,95.0,0.4,"西北西,WNW",0.0,0.28,2023,12,9,1
新北,1012.9,15.5,94.0,0.2,"靜風,Calm",0.0,0.28,2023,12,9,2
新北,1012.9,14.7,96.0,0.1,"靜風,Calm",0.0,0.28,2023,12,9,3
新北,1012.1,15.7,93.0,0.7,"西北西,WNW",0.0,0.28,2023,12,9,4
新北,1012.6,16.5,92.0,1.0,"西北西,WNW",0.0,0.28,2023,12,9,5
新北,1013.2,16.6,91.0,0.8,"西北西,WNW",0.0,0.0,2023,12,9,6
新北,1014.6,16.7,95.0,0.1,"靜風,Calm",0.0,0.0,2023,12,9,7
新北,1015.4,18.8,79.0,0.1,"靜風,Calm",0.0,0.1,2023,12,9,8
新北,1015.5,21.0,73.0,0.7,"東南,SE",0.0,0.9,2023,12,9,9
新北,1014.7,22.9,64.0,0.8,"東,E",0.0,1.0,2023,12,9,10
新北,1013.5,24.5,57.0,1.1,"北北東,NNE",0.0,1.0,2023,12,9,11
新北,1012.7,26.1,55.0,1.7,"東北,NE",0.0,0.8,2023,12,9,12
新北,1011.8,27.1,53.0,0.6,"東北東,ENE",0.0,0.8,2023,12,9,13
新北,1011.2,27.3,47.0,0.9,"東,SE",0.0,1.0,2023,12,9,14
新北,1011.0,27.6,47.0,0.5,"南南東,SSE",0.0,1.0,2023,12,9,15
新北,1010.9,25.7,63.0,1.7,"東北東,ENE",0.0,0.9,2023,12,9,16
新北,1011.3,22.1,82.0,0.6,"東南,SE",0.0,0.3,2023,12,9,17
新北,1012.2,20.1,90.0,0.0,"靜風,Calm",0.0,0.0,2023,12,9,18
新北,1012.4,18.9,93.0,0.3,"東,E",0.0,0.0,2023,12,9,19
新北,1012.9,19.1,93.0,0.2,"靜風,Calm",0.0,0.28,2023,12,9,20
新北,1012.5,18.7,95.0,1.0,"東北東,ENE",0.0,0.28,2023,12,9,21
新北,1012.3,18.9,94.0,0.8,"東北東,ENE",0.0,0.28,2023,12,9,22
新北,1011.9,18.3,95.0,0.9,"南南西,SSW",0.0,0.28,2023,12,9,23
新北,1011.6,17.6,96.0,0.6,"西,W",0.0,0.28,2023,12,10,0
新北,1011.6,17.5,96.0,0.8,"西,W",0.0,0.28,2023,12,10,1
新北,1011.4,16.8,97.0,0.0,"靜風,Calm",0.0,0.28,2023,12,10,2
新北,1011.5,16.6,97.0,0.6,"西南西,WSW",0.0,0.28,2023,12,10,3
新北,1011.6,17.0,98.0,0.7,"西北西,WNW",0.0,0.28,2023,12,10,4
新北,1011.9,16.4,97.0,0.4,"東,SE",0.0,0.28,2023,12,10,5
新北,1012.9,16.2,97.0,0.9,"西北西,WNW",0.0,0.0,2023,12,10,6
新北,1013.2,16.9,98.0,0.1,"靜風,Calm",0.0,0.0,2023,12,10,7
新北,1013.9,18.1,97.0,0.4,"西北,NW",0.0,0.0,2023,12,10,8
新北,1014.1,21.5,78.0,0.1,"靜風,Calm",0.0,0.3,2023,12,10,9
新北,1013.6,24.1,69.0,0.3,"東,E",0.0,1.0,2023,12,10,10
新北,1012.6,26.2,60.0,0.4,"東南,SE",0.0,1.0,2023,12,10,11
新北,1011.3,27.7,60.0,1.2,"西北,NW",0.0,1.0,2023,12,10,12
新北,1010.1,28.8,53.0,1.2,"北,N",0.0,1.0,2023,12,10,13
新北,1009.3,29.4,55.0,1.2,"北,N",0.0,1.0,2023,12,10,14
新北,1009.0,29.2,58.0,1.1,"北,N",0.0,1.0,2023,12,10,15
新北,1009.1,27.9,69.0,1.8,"北北東,NNE",0.0,1.0,2023,12,10,16
新北,1009.5,24.9,75.0,0.7,"東南東,ESE",0.0,0.7,2023,12,10,17
新北,1010.4,22.0,89.0,0.5,"東南,SE",0.0,0.0,2023,12,10,18
新北,1011.0,21.4,90.0,1.4,"東南,SE",0.0,0.0,2023,12,10,19
新北,1011.3,21.8,88.0,1.6,"東南東,ESE",0.0,0.28,2023,12,10,20
新北,1011.6,21.8,87.0,0.6,"西南西,WSW",0.0,0.28,2023,12,10,21
新北,1011.4,22.3,83.0,1.2,"東,SE",0.0,0.28,2023,12,10,22
新北,1011.2,21.0,92.0,0.2,"靜風,Calm",0.0,0.28,2023,12,10,23
新北,1010.9,20.1,95.0,0.4,"西南,SW",0.0,0.28,2023,12,11,0
新北,1010.7,19.7,95.0,0.4,"南南西,SSW",0.0,0.28,2023,12,11,1
新北,1010.7,19.4,97.0,0.4,"東,SE",0.0,0.28,2023,12,11,2
新北,1010.6,19.0,96.0,0.3,"西,W",0.0,0.28,2023,12,11,3
新北,1010.6,19.3,96.0,0.6,"北北西,NNW",0.0,0.28,2023,12,11,4
新北,1011.1,19.7,96.0,0.6,"北,N",0.0,0.28,2023,12,11,5
新北,1011.9,20.1,95.0,0.5,"西,W",0.0,0.0,2023,12,11,6
新北,1012.7,20.1,95.0,0.3,"東,SE",0.0,0.0,2023,12,11,7
新北,1013.2,22.3,84.0,0.2,"靜風,Calm",0.0,0.5,2023,12,11,8
新北,1013.5,24.1,80.0,1.0,"東南東,ESE",0.0,0.9,2023,12,11,9
新北,1013.4,25.2,74.0,0.6,"西,W",0.0,1.0,2023,12,11,10
新北,1012.6,27.2,69.0,1.0,"北,N",0.0,1.0,2023,12,11,11
新北,1011.1,28.2,65.0,1.1,"東,E",0.0,1.0,2023,12,11,12
新北,1010.2,29.3,61.0,1.2,"北北西,NNW",0.0,1.0,2023,12,11,13
新北,1009.6,29.4,62.0,1.7,"西北西,WNW",0.0,0.9,2023,12,11,14
新北,1009.6,29.1,60.0,1.4,"西北西,WNW",0.0,0.6,2023,12,11,15
新北,1010.0,27.4,76.0,0.9,"西南,SW",0.0,0.0,2023,12,11,16
新北,1010.4,25.6,84.0,0.3,"東,E",0.0,0.0,2023,12,11,17
新北,1011.3,24.7,88.0,0.4,"東,SE",0.0,0.0,2023,12,11,18
新北,1011.9,23.3,92.0,0.0,"靜風,Calm",0.0,0.0,2023,12,11,19
新北,1012.1,23.3,91.0,0.9,"東南東,ESE",0.0,0.28,2023,12,11,20
新北,1012.4,23.1,92.0,0.1,"靜風,Calm",0.0,0.28,2023,12,11,21
新北,1012.4,23.2,92.0,0.0,"靜風,Calm",0.0,0.28,2023,12,11,22
新北,1012.2,23.2,91.0,0.3,"北北東,NNE",0.0,0.28,2023,12,11,23
